source_url,source_set,current_status,current_role,provisional_action,target_url,evidence_required,reason
https://media87.com/how-to-add-a-cinematic-profile-photo-to-your-gmail-step-by-step-guide/,native-sitemap,200,article,preserve-update,https://media87.com/how-to-add-a-cinematic-profile-photo-to-your-gmail-step-by-step-guide/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/how-to-automatically-read-classify-and-reply-to-emails-using-ai-step-by-step-n8n-guide/,native-sitemap,200,article,preserve-update,https://media87.com/how-to-automatically-read-classify-and-reply-to-emails-using-ai-step-by-step-n8n-guide/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/how-to-choose-dubai-digital-marketing-companies-partner/,native-sitemap,200,article,preserve-update,https://media87.com/how-to-choose-dubai-digital-marketing-companies-partner/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/how-to-create-ultra-realistic-human-sound-voice-with-prompting/,native-sitemap,200,article,preserve-update,https://media87.com/how-to-create-ultra-realistic-human-sound-voice-with-prompting/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/how-to-make-ai-ultra-realistic-ads/,native-sitemap,200,article,preserve-update,https://media87.com/how-to-make-ai-ultra-realistic-ads/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/how-to-make-linkedin-post-assistant-with-n8n/,native-sitemap,200,article,preserve-update,https://media87.com/how-to-make-linkedin-post-assistant-with-n8n/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/how-to-save-token-cost-and-make-openclaw-secure-with-one-prompt/,native-sitemap,200,article,preserve-update,https://media87.com/how-to-save-token-cost-and-make-openclaw-secure-with-one-prompt/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/local-seo-dubai-how-to-rank-for-near-me-searches-in-2026/,native-sitemap,200,article,preserve-update,https://media87.com/local-seo-dubai-how-to-rank-for-near-me-searches-in-2026/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/local-seo-guide-2025-how-to-dominate-local-search-rankings/,native-sitemap,200,article,consolidate-after-evidence,https://media87.com/local-seo-what-it-is-how-to-do-it-complete-2026-guide/,GSC queries; conversions; backlinks; approved proof,Overlaps the stronger local-SEO guide; verify queries/links before merging.
https://media87.com/local-seo-in-2026-practical-playbook-for-dubai-businesses/,native-sitemap,200,article,consolidate-after-evidence,https://media87.com/local-seo-dubai-how-to-rank-for-near-me-searches-in-2026/,GSC queries; conversions; backlinks; approved proof,Short overlapping Dubai local-SEO article; verify queries/links before merging.
https://media87.com/local-seo-services/,internal-or-search-discovered,404,article,301-when-target-live,https://media87.com/services/local-seo/,GSC queries; conversions; backlinks; historical content,Recently indexed broken service URL; consolidate to the location-neutral local SEO service page.
https://media87.com/local-seo-what-it-is-how-to-do-it-complete-2026-guide/,native-sitemap,200,article,preserve-update,https://media87.com/local-seo-what-it-is-how-to-do-it-complete-2026-guide/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/localzen/,internal-or-search-discovered,404,article,conditional-restore,https://media87.com/products/localzen/,GSC queries; conversions; backlinks; historical content,Restore/redirect only if LocalZen is an active product with approved claims and support.
https://media87.com/portfolio/,native-sitemap,200,proof-portfolio,preserve-rebuild,https://media87.com/portfolio/,GSC queries; conversions; backlinks; approved proof,Retain provisionally; rebuild as proof hub and consider a later case-studies migration only after backlink/GSC review.
https://media87.com/seo-consultant-dubai-process-timeline-results/,native-sitemap,200,commercial-location,preserve-update,https://media87.com/seo-consultant-dubai-process-timeline-results/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/seo-cost-dubai-buyer-guide/,native-sitemap,200,article,preserve-update,https://media87.com/seo-cost-dubai-buyer-guide/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/seo-for-dubai-businesses/,internal-or-search-discovered,404,article,301-after-evidence,https://media87.com/services/seo/,GSC queries; conversions; backlinks; historical content,Broken historical SEO URL; verify prior content and links before redirecting to the location-neutral SEO service page.
https://media87.com/seo-services-dubai/,internal-or-search-discovered,404,article,301-when-target-live,https://media87.com/services/seo/,GSC queries; conversions; backlinks; historical content,High-intent historical URL currently returning 404; redirect it to the location-neutral SEO service page.
https://media87.com/seo-vs-google-ads-dubai-businesses-2026/,internal-or-search-discovered,200,article,301,https://media87.com/seo-vs-google-ads-dubai-businesses/,GSC queries; conversions; backlinks; historical content,Duplicate 200 article already canonicalized to the shorter URL.
https://media87.com/seo-vs-google-ads-dubai-businesses/,native-sitemap,200,article,preserve-update,https://media87.com/seo-vs-google-ads-dubai-businesses/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/services/,native-sitemap,200,service-hub,preserve-rebuild,https://media87.com/services/,GSC queries; conversions; backlinks; approved proof,Commercial service hub; retain URL and add complete service pathways.
https://media87.com/social-media-marketing-agency-dubai-services-costs-hiring-checklist/,native-sitemap,200,commercial-location,preserve-update,https://media87.com/social-media-marketing-agency-dubai-services-costs-hiring-checklist/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/top-digital-marketers-in-pakistan/,native-sitemap,200,article,preserve-update,https://media87.com/top-digital-marketers-in-pakistan/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/top-mistakes-to-avoid-when-hiring-seo-in-uae/,native-sitemap,200,article,preserve-update,https://media87.com/top-mistakes-to-avoid-when-hiring-seo-in-uae/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/useful-prompts-for-nano-banana-part-1/,native-sitemap,200,article,preserve-update,https://media87.com/useful-prompts-for-nano-banana-part-1/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/water-mark-remover/,native-sitemap,200,article,preserve-update,https://media87.com/water-mark-remover/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/website-seo-vs-alternatives-uae-businesses/,native-sitemap,200,article,preserve-update,https://media87.com/website-seo-vs-alternatives-uae-businesses/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/whatsapp-automation-for-restaurants-complete-2025-guide/,native-sitemap,200,article,preserve-update,https://media87.com/whatsapp-automation-for-restaurants-complete-2025-guide/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/why-chatbots-are-important-for-local-businesses-in-the-uae/,native-sitemap,200,article,preserve-update,https://media87.com/why-chatbots-are-important-for-local-businesses-in-the-uae/,GSC queries; conversions; backlinks; approved proof,Preserve the current URL for the initial platform migration; edit and consolidate only after GSC/backlink review.
https://media87.com/wp-content/uploads/2026/01/muddaser-portfolio.pdf,internal-or-search-discovered,404,article,conditional-restore-or-301,https://media87.com/portfolio/,GSC queries; conversions; backlinks; historical content,Broken portfolio download; restore a real approved PDF or redirect after backlink review.
